Age,Income,CreditScore,AccountAgeMonths,NumTransactions,AvgTransactionAmount,CustomerTier,Region,Feedback,SignupDate,Target,IsDrifted
28.4,98.77,761.7,7.9,15,97.39,Gold,South,Poor,2020-03-20,0,0
20.2,129.38,666.2,33.6,7,5.71,Bronze,North,Good,2022-09-24,1,0
61.9,78.04,627.0,2.1,19,11.96,Platinum,East,Average,2020-02-11,0,0
53.1,148.05,720.9,15.6,12,15.46,Bronze,North,Good,2020-07-22,0,0
33.6,76.75,657.9,9.5,19,27.36,Gold,North,Good,2022-07-08,1,0
29.2,128.41,659.1,0.8,11,37.36,Silver,West,Good,2021-06-13,1,0
42.6,127.16,651.1,1.5,16,15.86,Bronze,East,Average,2023-11-22,1,0
43.5,27.19,,6.7,7,42.25,Bronze,South,Good,2020-05-19,0,0
58.3,94.26,810.5,7.7,14,26.63,Gold,South,Good,2021-12-10,1,0
51.5,126.75,614.0,13.9,17,11.05,Bronze,South,Good,2023-07-16,1,0
34.9,39.67,,2.3,12,35.26,Bronze,South,Average,2023-08-12,1,0
33.3,60.58,665.0,1.0,20,35.4,Bronze,West,Poor,2021-01-30,0,0
53.0,235.68,721.1,1.6,15,69.79,Silver,West,Average,2023-02-13,1,0
28.7,64.3,598.2,1.5,15,20.86,Platinum,West,Average,2023-01-19,1,0
33.6,86.28,779.7,1.5,19,20.04,Gold,North,Poor,2021-04-23,1,0
36.6,79.93,682.3,3.7,17,164.87,Platinum,South,Good,2021-10-21,1,0
32.7,70.62,665.7,14.3,16,6.38,Gold,North,Average,2020-12-14,1,0
45.6,198.33,613.0,0.1,9,8.65,Gold,East,Average,2023-12-06,0,0
53.0,68.45,681.4,0.3,14,88.12,Platinum,East,Good,2021-05-16,0,0
52.5,123.75,741.8,1.8,7,46.35,Silver,North,Good,2020-09-15,0,0
42.7,64.27,672.3,2.7,12,35.05,Bronze,North,Poor,2022-05-02,0,0
47.2,26.73,710.0,4.4,11,15.56,Bronze,North,Average,2023-01-21,1,0
26.1,40.45,622.4,0.1,18,34.11,Silver,East,Average,2022-12-01,1,0
26.2,,793.4,7.6,17,54.3,Bronze,East,Poor,2023-10-23,1,0
47.9,136.2,727.5,0.2,15,7.2,Platinum,West,Good,2020-01-16,1,0
52.3,68.31,744.1,13.2,11,19.86,Platinum,West,Good,2022-08-24,1,0
43.5,57.65,697.5,14.6,17,29.7,Bronze,South,Good,2021-03-14,1,0
44.2,52.53,675.6,5.3,15,47.44,Silver,East,Good,2022-04-01,1,0
17.8,53.12,797.2,1.3,12,15.24,Gold,West,Good,2021-06-24,1,0
41.6,84.03,655.7,0.3,17,39.69,Bronze,East,Good,2020-09-16,0,0
27.2,252.5,655.2,0.1,21,23.94,Gold,West,Good,2021-12-08,1,0
47.5,195.03,703.7,3.7,11,17.99,Bronze,South,Good,2021-01-20,0,0
35.9,81.18,736.3,3.4,20,22.41,Gold,East,Good,2023-03-31,1,0
39.9,98.97,686.1,8.0,16,56.43,Silver,East,Average,2022-09-12,1,0
35.3,,648.6,4.9,11,13.62,Silver,South,Good,2020-07-29,1,0
37.1,90.49,782.7,2.9,18,12.56,Gold,East,Good,2020-04-15,1,0
,148.81,666.0,1.1,16,1.95,Platinum,South,Good,2021-02-25,1,0
59.0,135.24,664.1,1.2,12,23.65,Silver,South,Poor,2023-07-25,0,0
24.2,81.23,687.5,3.2,22,18.39,Bronze,North,Poor,2022-01-28,1,0
45.8,47.8,741.1,7.5,17,9.3,Gold,North,Good,2023-04-11,1,0
45.4,113.65,679.6,1.2,22,22.11,Bronze,East,Good,2023-05-23,0,0
55.3,144.68,739.4,4.9,10,24.79,Gold,North,Average,2021-07-09,1,0
32.7,128.45,720.5,1.7,24,26.72,Bronze,East,Average,2023-04-12,1,0
40.5,76.39,709.9,8.6,14,30.39,Bronze,East,Average,2022-07-16,1,0
35.7,117.89,662.4,5.2,18,23.47,Bronze,North,Good,2022-03-31,0,0
64.7,104.83,670.7,1.8,8,37.21,Bronze,North,Average,2021-11-30,1,0
49.4,50.41,713.1,0.7,14,45.54,Gold,West,Good,2021-03-08,1,0
45.4,24.29,766.8,2.1,19,27.22,Bronze,East,Average,2020-01-17,0,0
44.6,92.53,683.1,7.5,11,24.24,Bronze,East,Poor,2020-01-16,1,0
23.3,58.87,686.9,7.1,11,5.6,Bronze,South,Average,2022-09-19,0,0
55.9,81.99,651.6,8.6,14,31.46,Bronze,South,Average,2023-12-14,1,0
48.2,79.89,614.6,6.1,12,26.21,Bronze,North,Good,2021-03-08,0,0
30.0,37.73,712.4,0.4,14,72.32,Silver,West,Good,2020-05-02,0,0
39.1,71.99,651.4,6.5,15,30.31,Bronze,East,Poor,2021-07-13,0,0
23.6,58.77,,21.6,7,15.71,Bronze,East,Good,2021-07-08,1,0
17.9,144.22,703.1,3.5,9,84.44,Bronze,North,Good,2023-09-29,1,0
29.8,119.73,731.6,1.2,8,13.74,Silver,West,Average,2021-11-05,0,0
47.9,168.59,716.7,1.4,22,34.48,Bronze,East,Average,2023-07-29,1,0
30.3,76.35,655.2,21.3,18,25.6,Silver,West,Average,2021-01-01,1,0
60.0,108.11,729.4,0.9,8,62.26,Bronze,South,Good,2023-04-29,1,0
63.3,18.26,691.6,11.7,13,6.74,Platinum,East,Average,2023-10-04,1,0
52.3,70.66,724.4,4.1,18,13.94,Bronze,East,Poor,2022-06-12,0,0
52.1,43.54,654.0,0.1,17,64.03,Silver,North,Average,2021-02-24,0,0
44.7,23.75,640.1,1.6,22,40.84,Silver,East,Good,2020-04-24,0,0
29.5,21.27,715.6,3.6,12,83.59,Bronze,North,Good,2022-03-08,0,0
45.9,118.72,688.0,6.0,11,45.78,Bronze,West,Good,2020-03-30,1,0
39.3,57.91,690.7,3.0,16,5.59,Bronze,East,Poor,2023-03-09,0,0
61.6,102.28,730.2,0.3,9,21.93,Silver,East,Poor,2022-04-18,0,0
29.9,97.48,775.4,5.9,15,13.25,Silver,West,Average,2021-09-26,0,0
34.8,91.14,616.4,6.9,11,11.31,Bronze,North,Good,2021-11-18,1,0
39.8,107.07,641.1,14.7,18,16.85,Silver,East,Poor,2021-11-26,1,0
45.7,83.38,719.1,6.3,12,34.85,Bronze,North,Poor,2023-02-01,1,0
70.4,88.9,706.3,1.3,23,16.44,Gold,West,Good,2020-11-10,0,0
42.7,209.89,762.6,4.9,15,36.3,Gold,East,Good,2023-09-05,1,0
25.2,28.81,737.5,1.8,14,69.37,Platinum,North,Good,2021-06-20,1,0
41.1,76.8,724.3,1.6,13,5.0,Bronze,West,Good,2022-09-15,1,0
34.7,64.4,731.6,1.0,13,12.2,Silver,West,Poor,2021-07-26,1,0
41.6,76.27,716.0,4.1,13,21.48,Platinum,East,Average,2021-06-13,1,0
27.7,53.23,731.4,4.5,16,15.09,Silver,North,Poor,2021-12-17,0,0
24.9,80.74,710.5,8.7,7,21.08,Platinum,East,Average,2022-12-25,1,0
32.4,87.81,727.8,3.0,13,12.52,Gold,East,Good,2021-04-06,1,0
48.0,94.19,705.2,3.2,12,6.15,Gold,West,Good,2020-06-03,0,0
29.9,132.35,701.5,6.5,9,3.12,Silver,East,Poor,2021-07-01,1,0
55.5,77.38,737.8,14.8,8,21.53,Silver,South,Good,2021-01-20,1,0
32.8,35.33,741.0,0.5,20,28.19,Bronze,North,Good,2022-04-18,1,0
16.3,57.43,723.1,7.1,13,25.31,Bronze,North,Good,2023-07-17,0,0
46.2,381.36,728.7,7.0,15,15.0,Bronze,East,Good,2023-03-07,1,0
59.4,115.53,639.2,8.3,12,59.78,Gold,South,Good,2022-03-12,0,0
31.8,44.75,555.2,1.2,10,18.76,Bronze,East,Good,2021-04-08,0,0
62.9,38.03,687.0,0.5,14,11.88,Platinum,South,Good,2021-10-05,0,0
44.9,64.61,,9.6,14,52.34,Platinum,East,Good,2020-11-15,1,0
43.1,184.19,661.4,0.9,12,13.49,Platinum,West,Good,2022-11-17,1,0
49.6,32.47,689.0,4.0,16,8.47,Silver,West,Poor,2020-04-19,0,0
20.4,52.3,609.6,16.3,13,16.12,Silver,North,Good,2022-09-18,1,0
17.9,55.21,753.6,0.3,15,11.31,Bronze,West,Poor,2020-09-21,0,0
30.1,142.89,701.4,0.7,25,11.37,Gold,South,Good,2023-09-15,0,0
24.0,24.37,665.0,1.3,18,22.86,Bronze,East,Good,2023-02-01,0,0
33.2,134.71,732.2,1.9,13,9.8,Bronze,South,Average,2021-02-19,1,0
47.0,60.06,743.9,1.2,13,10.85,Platinum,West,Good,2022-07-01,1,0
37.9,133.42,748.2,8.2,14,19.77,Bronze,North,Average,2023-06-13,1,0
8.7,65.68,665.1,0.9,14,9.36,Silver,South,Poor,2020-07-31,0,0
22.3,55.85,734.5,5.3,15,28.17,Bronze,South,Good,2021-06-23,0,0
44.7,147.78,704.3,7.2,10,12.56,Gold,North,Average,2023-06-01,0,0
26.8,264.11,656.0,3.6,22,6.25,Silver,East,Poor,2022-04-09,1,0
51.8,114.41,658.1,2.4,13,13.22,Silver,East,Average,2021-07-11,1,0
33.9,182.37,717.2,2.1,17,27.76,Gold,South,Good,2020-01-10,1,0
46.1,131.1,638.0,3.8,11,6.04,Gold,South,Good,2020-10-05,1,0
37.2,110.55,656.5,9.8,17,48.32,Bronze,East,Average,2021-10-25,1,0
24.0,324.2,674.5,3.0,15,36.0,Gold,South,Average,2020-05-05,1,0
35.3,108.94,,1.8,15,17.12,Silver,West,Good,2020-09-13,1,0
63.9,51.06,600.7,2.5,15,12.31,Bronze,West,Good,2020-04-02,1,0
29.9,186.83,680.9,3.3,17,67.0,Silver,East,Good,2023-08-13,0,0
39.1,80.48,745.5,5.3,13,13.63,Silver,East,Poor,2021-10-29,0,0
50.8,92.08,733.0,11.9,10,82.53,Gold,South,Good,2020-10-04,1,0
63.9,68.49,697.5,6.7,20,7.39,Silver,North,Poor,2022-02-27,0,0
30.6,137.58,804.2,7.3,21,8.97,Gold,East,Good,2020-08-31,1,0
5.3,88.92,778.2,0.7,18,61.43,Platinum,West,Good,2020-05-28,1,0
31.5,133.66,620.6,2.6,18,20.22,Bronze,West,Average,2023-01-17,1,0
24.2,91.11,709.0,0.7,23,58.92,Bronze,East,Good,2023-04-07,1,0
47.6,84.07,686.4,0.6,9,23.44,Silver,West,Good,2023-11-04,1,0
38.1,88.66,670.5,3.9,13,18.92,Silver,West,Average,2022-06-29,0,0
50.8,124.49,698.5,3.8,11,11.6,Silver,West,Poor,2021-01-29,1,0
34.8,252.98,661.6,5.5,8,12.39,Bronze,South,Good,2020-11-20,1,0
42.5,64.29,775.4,24.5,17,14.68,Bronze,West,Average,2023-03-27,1,0
43.5,84.8,663.9,5.1,16,21.39,Silver,South,Poor,2023-03-14,1,0
51.6,59.99,604.8,2.3,12,24.68,Silver,East,Good,2021-06-22,0,0
57.9,320.98,701.5,8.9,13,7.95,Bronze,North,Average,2020-04-26,1,0
77.2,77.1,725.5,21.0,23,11.95,Gold,East,Good,2022-05-17,1,0
40.6,181.08,715.9,3.7,12,11.99,Bronze,South,Good,2022-10-08,1,0
46.6,117.97,792.9,1.7,21,54.41,Bronze,East,Good,2021-11-18,0,0
26.8,147.28,709.2,4.2,14,14.35,Bronze,East,Poor,2023-04-21,1,0
16.8,99.06,739.7,1.8,11,27.88,Silver,South,Good,2020-01-28,1,0
53.0,42.31,638.1,3.1,11,43.31,Bronze,West,Good,2020-10-11,1,0
59.1,74.74,723.5,0.9,19,32.9,Gold,South,Average,2023-07-14,0,0
31.2,54.57,586.7,12.3,13,15.17,Bronze,West,Average,2022-05-19,0,0
40.7,74.3,739.8,0.8,15,28.73,Bronze,North,Average,2021-04-11,0,0
41.2,119.31,694.0,2.5,13,21.65,Gold,North,Good,2022-08-22,0,0
32.3,135.67,643.6,10.8,16,39.05,Bronze,South,Poor,2023-05-26,1,0
41.2,22.46,783.7,2.2,16,28.6,Silver,East,Good,2021-09-30,1,0
33.4,89.53,724.6,8.9,18,13.92,Gold,West,Good,2020-03-29,1,0
60.8,50.14,810.4,3.0,11,12.48,Silver,West,Average,2022-11-26,1,0
48.2,24.72,722.3,0.0,11,12.05,Gold,West,Average,2021-05-10,1,0
11.2,78.86,730.1,4.7,19,13.3,Bronze,East,Good,2023-09-23,0,0
45.2,125.8,709.6,4.6,19,24.31,Bronze,East,Good,2020-12-10,1,0
55.9,46.12,649.9,2.6,9,15.06,Bronze,East,Poor,2023-05-05,0,0
16.4,63.29,618.3,0.9,17,14.3,Bronze,South,Average,2023-04-16,1,0
49.9,161.02,686.1,5.1,18,103.8,Bronze,South,Average,2022-04-13,0,0
40.1,109.79,702.0,1.7,11,36.49,Silver,East,Good,2022-04-29,0,0
,36.41,709.2,2.7,17,28.85,Bronze,West,Average,2022-02-20,0,0
35.8,89.21,686.4,2.9,12,12.05,Bronze,North,Average,2023-10-20,0,0
42.0,50.86,784.3,3.1,19,12.06,Platinum,South,Good,2021-08-29,1,0
42.2,58.04,725.5,1.8,15,11.23,Bronze,East,Good,2022-08-18,1,0
72.5,146.16,712.2,4.6,16,21.58,Bronze,East,Poor,2022-10-17,0,0
43.6,64.82,793.4,1.4,13,20.65,Bronze,South,Poor,2021-11-05,1,0
23.4,154.1,,9.6,15,5.64,Bronze,South,Poor,2023-06-11,1,0
34.1,62.21,664.1,0.6,12,15.25,Bronze,North,Good,2020-08-12,0,0
33.2,101.71,723.1,3.9,18,22.36,Gold,West,Good,2023-02-18,1,0
40.4,65.22,644.5,11.8,19,32.83,Silver,North,Average,2022-06-16,1,0
43.8,54.39,,3.6,10,13.46,Silver,East,Poor,2021-05-17,1,0
33.4,46.61,814.6,5.3,14,89.48,Bronze,North,Good,2022-11-06,1,0
46.7,82.46,834.2,8.7,12,11.61,Gold,South,Poor,2022-05-19,1,0
31.3,53.24,677.2,3.4,20,56.12,Silver,North,Good,2023-01-24,0,0
38.1,50.98,642.8,5.0,9,8.12,Bronze,North,Average,2024-02-03,0,0
71.7,107.89,680.7,2.3,10,3.44,Bronze,East,Average,2023-08-27,0,0
52.1,135.91,739.8,4.4,21,10.81,Bronze,East,Average,2023-05-19,0,0
40.4,155.5,740.5,6.2,11,41.29,Silver,North,Good,2023-11-18,1,0
44.9,55.69,710.1,4.1,12,37.09,Gold,East,Good,2020-08-08,0,0
35.1,99.12,745.9,2.5,15,29.07,Bronze,West,Good,2021-05-06,0,0
22.9,67.78,759.8,1.3,15,15.25,Bronze,East,Good,2023-05-29,0,0
41.7,203.3,696.9,14.3,21,11.93,Gold,West,Good,2024-01-19,1,0
43.0,135.1,,1.0,17,53.96,Gold,North,Good,2020-06-23,1,0
32.8,27.7,613.4,2.7,18,91.92,Gold,North,Average,2022-04-26,1,0
48.7,149.55,693.7,3.8,14,43.13,Bronze,North,Good,2023-05-29,0,0
36.9,40.36,762.9,22.2,14,26.3,Gold,East,Good,2022-10-14,1,0
15.2,,656.7,8.8,16,48.83,Platinum,East,Poor,2020-11-19,1,0
35.6,121.82,726.1,17.7,13,58.53,Bronze,South,Poor,2023-12-05,1,0
45.9,82.87,688.3,1.5,15,31.14,Bronze,West,Average,2021-11-22,0,0
31.2,443.42,790.0,13.9,9,19.0,Gold,North,Poor,2022-04-12,1,0
23.4,154.63,739.2,0.2,9,9.79,Bronze,North,Poor,2022-04-03,0,0
44.9,56.8,684.5,2.2,18,14.17,Silver,East,Average,2022-06-09,1,0
33.2,72.08,692.4,0.9,11,15.23,Bronze,East,Good,2021-12-24,1,0
34.0,60.22,649.9,4.4,14,13.71,Bronze,East,Good,2020-09-12,1,0
27.7,113.17,749.9,0.1,14,51.7,Silver,North,Average,2024-01-10,1,0
32.2,57.01,688.6,2.0,11,17.15,Silver,West,Good,2020-07-29,1,0
27.5,195.48,729.5,6.8,15,153.29,Bronze,North,Good,2023-07-12,1,0
48.3,107.84,597.0,7.7,9,5.05,Gold,West,Poor,2023-04-16,0,0
33.7,67.01,654.8,3.6,15,4.76,Bronze,East,Good,2020-11-06,1,0
33.6,47.85,789.7,1.2,17,26.98,Silver,West,Good,2023-07-01,0,0
48.4,86.87,550.5,7.7,19,8.4,Bronze,South,Poor,2022-11-20,1,0
46.2,86.23,698.0,7.2,19,55.41,Gold,South,Average,2022-11-13,1,0
36.3,227.46,725.9,0.6,10,55.34,Bronze,East,Average,2020-06-06,1,0
24.6,44.93,665.6,8.9,16,22.44,Gold,South,Good,2020-08-25,1,0
48.2,160.37,638.7,9.8,24,116.43,Platinum,East,Average,2022-01-12,1,0
40.1,85.22,736.7,15.5,21,37.05,Bronze,East,Good,2021-08-30,0,0
39.7,31.62,635.0,2.0,18,15.33,Bronze,East,Good,2020-12-13,0,0
47.9,172.59,717.3,2.9,23,11.61,Silver,South,Poor,2022-10-28,1,0
45.3,97.62,684.9,4.7,25,12.12,Bronze,North,Good,2020-08-19,0,0
35.9,46.82,650.1,2.7,13,19.68,Bronze,West,Good,2021-01-12,1,0
25.0,102.15,663.5,1.9,10,4.85,Bronze,East,Poor,2023-02-22,0,0
34.0,19.01,660.1,0.9,15,7.01,Silver,North,Good,2022-10-28,0,0
57.2,106.79,601.8,0.7,21,29.04,Gold,East,Average,2023-01-16,0,0
23.4,35.29,712.7,2.7,14,11.46,Bronze,East,Average,2020-04-02,0,0
32.0,158.44,698.8,1.9,14,10.35,Bronze,South,Poor,2023-08-15,1,0
34.2,53.19,682.0,7.5,19,25.58,Bronze,North,Average,2022-12-04,0,0
65.6,106.61,782.5,9.9,10,12.14,Silver,East,Good,2022-10-13,1,0
50.6,,712.0,7.1,15,19.26,Bronze,West,Average,2022-02-09,0,0
34.9,137.54,755.9,1.3,12,52.4,Gold,South,Average,2020-04-20,1,0
37.6,538.66,723.0,4.4,14,17.0,Gold,West,Good,2023-06-03,1,0
16.4,37.01,699.9,4.0,16,13.0,Bronze,South,Poor,2020-01-26,1,0
29.6,69.84,714.7,0.8,11,86.56,Bronze,East,Good,2022-09-08,1,0
32.8,81.32,691.8,3.1,13,38.3,Gold,East,Average,2022-08-30,0,0
32.6,154.33,658.7,11.0,20,87.98,Silver,West,Good,2022-04-28,1,0
44.9,174.17,644.4,5.4,14,33.63,Gold,East,Poor,2022-04-20,0,0
60.3,227.5,620.0,0.3,15,4.36,Bronze,North,Good,2023-04-13,0,0
34.7,169.84,674.2,6.7,14,7.16,Bronze,West,Good,2022-07-10,1,0
50.7,94.62,698.3,0.2,15,52.89,Bronze,North,Good,2020-09-26,1,0
49.6,282.31,675.2,6.6,9,1.38,Gold,North,Good,2020-08-11,1,0
25.3,86.89,697.8,2.1,10,71.99,Gold,South,Good,2022-11-23,1,0
55.5,41.65,733.9,2.2,16,74.97,Bronze,West,Good,2023-02-01,0,0
54.6,96.86,666.9,5.3,17,22.22,Bronze,West,Average,2023-04-07,0,0
42.3,124.27,671.1,12.6,15,18.88,Silver,South,Good,2023-02-16,1,0
47.6,66.91,,6.4,19,30.16,Silver,East,Average,2021-05-25,1,0
26.5,36.88,720.5,2.9,19,6.67,Gold,East,Good,2022-04-03,1,0
49.4,34.31,666.9,14.3,15,20.15,Bronze,South,Good,2023-12-28,0,0
43.5,91.77,743.6,10.3,11,36.08,Silver,East,Poor,2023-06-18,1,0
40.4,332.17,755.5,2.2,9,25.44,Gold,North,Good,2023-08-22,1,0
35.3,28.34,750.2,13.2,13,15.76,Gold,West,Good,2020-03-24,1,0
45.3,109.14,702.8,1.2,13,14.28,Bronze,East,Average,2023-12-03,0,0
57.4,24.26,748.3,2.5,12,72.34,Silver,East,Average,2023-11-16,1,0
36.9,91.57,653.3,14.3,19,65.67,Bronze,North,Good,2022-05-04,1,0
52.0,26.87,741.4,9.6,16,8.41,Silver,North,Good,2020-06-09,1,0
37.4,83.39,705.1,1.6,20,15.83,Bronze,East,Good,2020-07-14,0,0
28.5,55.11,681.0,3.7,14,20.87,Gold,East,Poor,2022-07-14,1,0
39.0,71.51,729.0,3.6,19,21.61,Bronze,South,Average,2020-03-21,1,0
47.5,96.42,729.8,6.7,11,37.16,Bronze,West,Good,2021-03-22,0,0
56.4,57.82,734.3,6.4,11,36.34,Silver,South,Average,2022-04-05,0,0
38.6,68.97,748.8,0.6,14,24.82,Gold,East,Average,2021-08-04,0,0
30.9,68.9,671.6,6.3,23,33.43,Silver,South,Good,2022-05-05,1,0
39.0,163.16,737.4,2.5,25,25.49,Silver,East,Poor,2022-11-06,1,0
56.0,113.82,772.5,2.2,23,18.2,Silver,North,Good,2023-01-30,1,0
64.3,309.81,644.0,3.4,11,19.95,Platinum,East,Average,2022-03-15,1,0
39.8,36.21,713.8,2.1,10,4.91,Silver,North,Average,2023-07-20,1,0
38.6,90.83,,0.6,17,6.19,Gold,East,Good,2022-02-07,0,0
45.2,114.52,712.2,16.1,17,14.39,Platinum,South,Average,2021-12-18,1,0
44.6,203.48,692.6,0.1,13,11.88,Platinum,West,Good,2021-05-04,1,0
38.1,137.62,687.1,6.7,15,40.24,Platinum,South,Average,2021-09-10,1,0
37.1,87.77,702.4,0.7,12,53.94,Bronze,South,Average,2023-10-02,1,0
31.4,176.43,666.9,7.5,10,13.3,Silver,East,Average,2022-09-02,1,0
27.2,59.47,756.3,1.3,21,37.3,Gold,West,Poor,2020-08-20,0,0
40.8,36.0,789.2,4.2,23,123.72,Gold,West,Poor,2021-04-28,1,0
39.5,233.67,687.3,1.6,13,42.64,Silver,West,Average,2020-08-22,1,0
43.7,78.36,640.4,1.0,23,95.09,Bronze,South,Poor,2020-10-29,0,0
46.7,43.2,799.1,3.9,9,14.08,Gold,North,Good,2021-03-17,1,0
38.4,84.4,789.8,0.3,8,27.67,Gold,North,Average,2020-06-16,0,0
,146.0,,10.6,19,22.25,Bronze,North,Average,2021-11-27,0,0
29.2,14.6,725.7,1.8,11,4.89,Bronze,East,Good,2023-06-07,1,0
47.6,74.73,762.3,0.8,19,33.85,Bronze,East,Good,2020-09-25,0,0
54.8,77.27,677.1,6.0,12,29.38,Bronze,East,Good,2023-10-29,1,0
40.4,81.21,646.1,0.8,12,23.29,Bronze,North,Average,2020-01-31,0,0
56.4,87.01,701.3,2.2,15,41.05,Gold,North,Poor,2023-11-13,0,0
35.9,61.78,761.4,11.5,16,29.05,Bronze,North,Good,2021-05-25,1,0
62.4,234.91,814.0,0.5,11,11.51,Bronze,East,Good,2023-01-05,1,0
48.5,41.87,655.2,1.5,19,11.38,Bronze,South,Poor,2020-01-02,0,0
52.2,70.67,625.7,5.0,18,3.9,Silver,North,Good,2021-01-09,0,0
24.4,23.92,649.8,1.9,22,55.23,Silver,South,Average,2023-12-28,0,0
12.8,131.94,757.7,11.1,15,5.93,Silver,North,Good,2021-11-14,1,0
44.4,32.05,682.1,2.2,19,7.54,Bronze,East,Good,2020-08-24,1,0
57.7,95.74,697.2,2.2,19,5.78,Bronze,North,Poor,2022-12-04,1,0
45.1,146.15,705.8,1.1,14,24.12,Bronze,East,Good,2020-06-11,0,0
26.5,167.48,688.2,8.1,22,28.43,Gold,West,Good,2020-10-22,1,0
42.0,220.75,634.4,1.7,10,27.53,Bronze,East,Average,2022-01-15,0,0
51.9,76.67,759.8,0.6,7,5.24,Silver,South,Average,2021-03-29,0,0
47.2,96.03,,2.0,15,10.86,Bronze,West,Average,2022-09-04,1,0
43.7,56.98,754.8,1.2,21,11.09,Bronze,South,Good,2023-11-15,1,0
15.4,59.78,633.5,9.8,12,24.23,Silver,South,Good,2021-07-01,1,0
58.3,95.67,664.4,2.1,16,13.41,Bronze,South,Good,2022-01-17,1,0
68.4,101.19,769.2,2.8,14,13.04,Gold,East,Good,2020-11-29,1,0
39.8,50.06,663.5,1.6,11,35.27,Platinum,North,Poor,2021-02-02,0,0
31.4,182.56,685.0,7.9,15,7.47,Platinum,South,Average,2023-05-17,1,0
43.3,59.24,686.2,0.0,16,21.54,Silver,East,Poor,2022-10-16,0,0
35.8,76.02,732.1,7.8,18,90.67,Platinum,East,Good,2023-03-11,1,0
18.6,90.75,765.8,9.9,16,40.71,Bronze,North,Good,2020-10-10,1,0
36.5,117.51,740.8,9.8,17,32.52,Silver,West,Good,2021-11-27,1,0
52.9,102.63,658.8,4.1,13,19.51,Gold,East,Poor,2020-08-31,0,0
31.6,132.23,731.3,0.9,12,76.1,Silver,West,Average,2020-06-06,1,0
41.9,70.88,705.9,1.0,12,22.67,Bronze,West,Average,2020-03-20,0,0
44.9,130.17,661.4,2.6,22,2.71,Platinum,West,Average,2022-04-09,1,0
28.0,335.68,616.0,10.2,16,13.47,Silver,North,Good,2021-09-14,1,0
38.5,122.14,726.6,0.4,19,55.55,Bronze,North,Poor,2020-09-25,1,0
5.8,124.8,802.7,2.4,12,22.61,Bronze,East,Average,2020-10-23,1,0
34.1,540.12,785.4,0.6,18,30.42,Bronze,West,Poor,2023-06-08,1,0
58.9,37.55,710.6,5.5,16,8.99,Silver,East,Good,2023-01-31,1,0
23.9,67.26,625.6,1.0,16,8.16,Gold,North,Average,2022-11-11,0,0
35.6,77.93,,0.1,21,12.87,Gold,North,Poor,2021-12-16,0,0
24.9,,684.1,4.1,10,32.48,Silver,West,Average,2020-07-18,1,0
44.2,134.61,753.7,0.7,13,1.74,Gold,West,Average,2020-07-01,1,0
53.5,145.96,748.8,13.8,19,20.23,Bronze,West,Good,2022-01-09,1,0
51.3,143.04,686.2,4.8,7,19.33,Silver,South,Good,2022-05-25,0,0
28.7,145.96,709.2,2.1,17,20.82,Bronze,East,Good,2021-07-11,1,0
42.9,,711.0,0.1,12,15.15,Gold,North,Poor,2023-04-22,0,0
37.8,82.83,648.6,3.3,16,17.63,Silver,North,Good,2024-01-01,0,0
41.7,98.21,634.1,3.2,15,18.83,Silver,South,Good,2021-06-30,0,0
11.4,64.13,609.4,3.4,14,9.39,Bronze,East,Good,2021-03-12,0,0
14.2,41.41,618.3,11.1,13,24.58,Bronze,North,Good,2023-03-15,1,0
59.9,76.73,741.0,4.6,18,9.27,Gold,South,Average,2021-07-14,1,0
46.6,193.16,721.7,0.5,17,4.32,Platinum,South,Good,2020-01-02,1,0
15.1,98.73,695.9,8.0,16,49.85,Bronze,West,Good,2021-03-03,1,0
26.9,91.62,679.8,9.1,22,24.58,Platinum,West,Poor,2021-01-20,1,0
28.9,47.03,791.9,13.0,22,22.19,Bronze,West,Average,2022-04-30,0,0
53.3,115.45,651.8,2.6,19,4.28,Bronze,South,Good,2021-10-31,0,0
17.7,162.33,726.1,3.9,10,32.3,Gold,West,Good,2023-08-02,0,0
43.4,80.76,705.0,3.8,15,16.93,Gold,North,Average,2020-02-18,1,0
45.6,30.08,740.9,2.2,13,5.99,Bronze,West,Poor,2021-08-10,0,0
45.2,56.99,692.9,3.3,22,40.54,Silver,East,Average,2023-11-03,0,0
54.4,135.6,724.1,4.6,14,11.62,Silver,South,Good,2023-11-24,1,0
41.2,89.64,633.6,3.6,12,19.66,Gold,North,Good,2023-05-21,0,0
47.7,313.06,810.3,3.5,15,21.41,Bronze,North,Good,2022-07-18,1,0
42.9,79.33,730.5,0.4,12,21.5,Silver,South,Good,2022-07-20,0,0
53.2,60.02,676.3,9.1,10,41.76,Silver,South,Poor,2023-10-31,1,0
52.7,144.46,745.7,2.5,17,9.12,Platinum,East,Poor,2020-04-18,0,0
43.0,46.62,686.3,3.1,15,7.63,Platinum,North,Good,2021-06-14,1,0
44.8,59.34,,0.3,15,12.93,Bronze,East,Average,2020-03-09,1,0
22.3,169.81,673.4,4.7,11,14.72,Silver,South,Good,2020-04-22,1,0
49.3,158.27,715.6,0.3,12,39.81,Bronze,East,Average,2023-06-02,1,0
43.7,272.15,739.1,2.8,14,27.11,Silver,North,Poor,2022-11-27,1,0
22.9,283.43,667.9,4.1,15,16.25,Silver,East,Average,2021-01-19,1,0
33.8,41.97,611.7,0.7,17,137.44,Bronze,East,Good,2023-05-31,0,0
